id,category,en,zh,note_zh,note_en
4802,6000字,sailor,n.水手,,
4803,6000字,sake,n.為二好處著想,,
4804,6000字,salad,n.沙拉,,
4805,6000字,salary,n.薪水,,
4806,6000字,sale,n.出售；拍賣,,
4807,6000字,salesman,n.銷售員,,
4808,6000字,salt,n.鹽,,
4809,6000字,same,adj./pron.同樣的,,
4810,6000字,sample,n.樣品,,
4811,6000字,sand,n.沙,,
4812,6000字,sandwich,n.三明治,,
4813,6000字,satellite,n.衛星,,
4814,6000字,satisfaction,n.滿意,,
4815,6000字,Saturday,n.星期六,,
4816,6000字,sauce,n.醬料,,
4817,6000字,save,v.拯救,,
4818,6000字,saving(s),n.存款,,
4819,6000字,saw,n.鋸,,
4820,6000字,say,v.說,,
4821,6000字,scale(s),n.標準,,
4822,6000字,scare,v.恐嚇,,
4823,6000字,scared,adj.害怕的,,
4824,6000字,scarf,n.領巾,,
4825,6000字,scary,adj.可怕的,,
4826,6000字,scatter,v.散開,,
4827,6000字,scene,n.場景,,
4828,6000字,scenery,n.風景,,
4829,6000字,schedule,n./v.時間表,,
4830,6000字,scholar,n.學者,,
4831,6000字,school,n.學校,,
4832,6000字,science,n.科學,,
4833,6000字,scientific,adj.科學的,,
4834,6000字,scientist,n.科學家,,
4835,6000字,scissor(s),n.剪刀,,
4836,6000字,scold,v.責備,,
4837,6000字,score,n./v.刻痕；作訊號,,
4838,6000字,scout,n.偵察機,,
4839,6000字,scream,n./v.尖叫聲；尖叫,,
4840,6000字,screen,n.屏幕,,
4841,6000字,sea,n.海洋,,
4842,6000字,seal,-1n.海豹；印章,,
4843,6000字,search,v./n.搜尋,,
4844,6000字,season,n.季節,,
4845,6000字,seat,n./v.座位；坐下,,
4846,6000字,section,n.地域,,
4847,6000字,seek,v.尋覓,,
4848,6000字,seem,v.似乎,,
4849,6000字,seize,v.扣押,,
4850,6000字,seldom,adv.很少；不常,,
4851,6000字,select,v.挑選,,
4852,6000字,selection,n.選擇,,
4853,6000字,self,pron.本身,,
4854,6000字,sell,v.賣,,
4855,6000字,semester,n.一學期,,
4856,6000字,send,v.送,,
4857,6000字,sense,n./v.感官；覺得,,
4858,6000字,sensible,adj.明智的,,
4859,6000字,sensitive,adj.敏感的,,
4860,6000字,sentence,n.判決,,
4861,6000字,September,n.九月,,
4862,6000字,servant,n.僕人,,
4863,6000字,serve,v.侍候,,
4864,6000字,service,n.服侍,,
4865,6000字,set,n./v.放置,,
4866,6000字,seven,adj./n.七,,
4867,6000字,seventeen,adj./n.十七,,
4868,6000字,seventy,adj./n.七十,,
4869,6000字,several,adj./n.幾個的；幾個,,
4870,6000字,severe,adj.嚴格的,,
4871,6000字,sew,v.縫,,
4872,6000字,sex,n.性(別),,
4873,6000字,sexual,5adj.男女之問的,,
4874,6000字,shade,n.陰蔭,,
4875,6000字,shadow,n.陰影,,
4876,6000字,shady,adj.遮蔭的,,
4877,6000字,shake,n./v.搖動,,
4878,6000字,shallow,adj.淺的,,
4879,6000字,shame,n./v.恥辱,,
4880,6000字,shameful,adj.可恥的,,
4881,6000字,shampoo,n.洗髮(精),,
4882,6000字,shape,n./v.形狀；做成,,
4883,6000字,share,n./v.分擔；分配,,
4884,6000字,sharp,adj.尖銳的,,
4885,6000字,shave,n./v.刮鬍子；剃,,
4886,6000字,sheep,n.沒有主見的人,,
4887,6000字,sheep,n.羊,,
4888,6000字,shelf,n.架子,,
4889,6000字,shell,n.外觀；外表,,
4890,6000字,shelter,n./v.避難所,,
4891,6000字,shepherd,n.牧羊人,,
4892,6000字,shine,n./v.光亮,,
4893,6000字,shoe,n.鞋,,
4894,6000字,shoot,v.發射,,
4895,6000字,shore,n.岸；濱,,
4896,6000字,short,adj.短的,,
4897,6000字,shorts,n.[pl.]短褲,,
4898,6000字,shot,n.射擊,,
4899,6000字,should,aux.應該,,
4900,6000字,shoulder,n./v.肩膀；肩負,,
4901,6000字,shout,n./v.喊叫(聲),,
4902,6000字,show,n./v.表演；展現,,
4903,6000字,shower,n.陣雨,,
4904,6000字,shrimp,n.小蝦；矮子,,
4905,6000字,shrink,v.縮小,,
4906,6000字,shut,v.關上,,
4907,6000字,shy,adj.羞怯的,,
4908,6000字,sick,adj.有病的,,
4909,6000字,side,n.,,
4910,6000字,sidewalk,n.人行道,,
4911,6000字,sigh,n./v.嘆息,,
4912,6000字,sight,n./v.視力；看見,,
4913,6000字,sightseeing,n.觀光,,
4914,6000字,sign,n./v.記號；簽字,,
4915,6000字,signal,n./v.信號,,
4916,6000字,signature,n.簽字,,
4917,6000字,significance,n.重要性,,
4918,6000字,significant,adj.重要的,,
4919,6000字,silence,n./v.寂靜,,
4920,6000字,silent,adj.寂靜的,,
4921,6000字,silk,n.絲,,
4922,6000字,silly,adj.愚蠢的,,
4923,6000字,silver,adj./n.銀製的；銀,,
4924,6000字,similar,adj.相似的,,
4925,6000字,similarity,n.相似之處,,
4926,6000字,simple,adj.簡單的,,
4927,6000字,sin,n./v.罪惡,,
4928,6000字,sincerity,n.真誠,,
4929,6000字,singer,n.歌手,,
4930,6000字,singular,adj.單數的,,
4931,6000字,sink,v.下沉,,
4932,6000字,sink,n.洗滌槽,,
4933,6000字,sit,v.坐,,
4934,6000字,six,adj./n.六,,
4935,6000字,sixty,adj./n.六十,,
4936,6000字,sketch,n./v.素描,,
4937,6000字,skill,n.技巧,,
4938,6000字,skillful,adj.熟練的,,
4939,6000字,skirt,n.裙子,,
4940,6000字,sky,n.天空,,
4941,6000字,sleep,n./v.睡眠,,
4942,6000字,sleepy,adj.想睡的,,
4943,6000字,sleeve,n.衣服袖子,,
4944,6000字,slender,adj.修長的；苗條的,,
4945,6000字,slice,n.片,,
4946,6000字,slide,n./v.打滑,,
4947,6000字,slight,adj.輕微的,,
4948,6000字,slim,adj.苗條的,,
4949,6000字,slip,n./v.滑倒,,
4950,6000字,slipper,n.拖鞋,,
4951,6000字,slippery,adj.滑溜的,,
4952,6000字,slogan,n.口號,,
4953,6000字,slope,n.斜坡,,
4954,6000字,slow,adj.緩慢的,,
4955,6000字,small,adj.小的,,
4956,6000字,smart,adj.聰明的,,
4957,6000字,smile,n./v.微笑,,
4958,6000字,smog,n.煙霧,,
4959,6000字,smoke,n./v.煙；抽煙,,
4960,6000字,smooth,adj.光滑的,,
4961,6000字,snack,n.點心,,
4962,6000字,snail,n.牛,,
4963,6000字,snake,n.蛇,,
4964,6000字,snap,n./v.快照；突然折斷,,
4965,6000字,sneeze,n./v.打噴嚏,,
4966,6000字,snow,n./v.雪,,
4967,6000字,so,adv./conj.所以,,
4968,6000字,soap,n.肥皂,,
4969,6000字,soccer,n.足球,,
4970,6000字,society,社會,,
4971,6000字,sock(s),n.短襪,,
4972,6000字,soda,n.蘇打水,,
4973,6000字,soil,n./v.土壤；弄髒,,
4974,6000字,soldier,n.軍人,,
4975,6000字,solid,adj.堅固的,,
4976,6000字,some,adj.一些,,
4977,6000字,someone,pron.某人,,
4978,6000字,son,n.兒子,,
4979,6000字,song,n.歌曲,,
4980,6000字,soup,n.湯,,
4981,6000字,space,n.空間,,
4982,6000字,spade,n.鏟,,
4983,6000字,spaghetti,n.義大利麵條,,
4984,6000字,spare,adj./v.多餘的；撥出,,
4985,6000字,sparkle,n./v.閃耀,,
4986,6000字,sparrow,n.麻雀,,
4987,6000字,speak,v.說話,,
4988,6000字,speaker,n.演講者,,
4989,6000字,special,adj.特別的,,
4990,6000字,species,n.種類,,
4991,6000字,specific,adj.明確的,,
4992,6000字,speech,n.演講,,
4993,6000字,speed,n/v.速度；急行,,
4994,6000字,spell,v.拼寫,,
4995,6000字,spelling,n.拼寫能力,,
4996,6000字,spend,v.花費,,
4997,6000字,spice,n./v.香料；加香料於,,
4998,6000字,spider,n.蜘蛛,,
4999,6000字,spill,n./v.溢出；濺出,,
5000,6000字,spirit,n.精神；心靈,,
5001,6000字,spit,n./v.口水；吐,,
5002,6000字,sport,n.運動,,
5003,6000字,spot.,n./v.地點；散布,,
5004,6000字,spread,n./v.擴展,,
5005,6000字,spring,n.春天,,
5006,6000字,spring,v.跳躍,,
5007,6000字,spy,n./v.間諜；秘密監視,,
5008,6000字,square,adj./n.四方的,,
5009,6000字,squeeze,v.壓；擠,,
5010,6000字,squirrel,n.松鼠,,
5011,6000字,stab,n./v.刺；戳,,
5012,6000字,stable,adj.穩定的,,
5013,6000字,stage,n./v.舞臺；上演,,
5014,6000字,stair,n.樓梯,,
5015,6000字,stale,adj.不新鮮的,,
5016,6000字,stamp,n./v.郵票；跺腳,,
5017,6000字,stand,n./v.攤位；站,,
5018,6000字,standard,adj./n.標準,,
5019,6000字,star,n./v.星；明星,,
5020,6000字,stare,n./v.瞪眼,,
5021,6000字,start,n./v.開始,,
5022,6000字,starve,v.(使)挨餓,,
5023,6000字,state,n.狀態,,
5024,6000字,state,v.陳述,,
5025,6000字,steel,n.鋼鐵,,
5026,6000字,steep,adj.陡峭的,,
5027,6000字,step,n./v.腳步；走,,
5028,6000字,stereo,n.立體聲；立體音響器材,,
5029,6000字,stick,v.刺入,,
5030,6000字,sticky,adj.黏的,,
5031,6000字,stiff,adj.硬的,,
5032,6000字,still,adj./adv.靜止的；仍然,,
5033,6000字,sting,n./v.刺傷(處)；刺,,
5034,6000字,stingy,adj.小氣的,,
5035,6000字,stir,v.攪動,,
5036,6000字,stocking(s),n.長襪,,
5037,6000字,stomach,n. 肚子,"n.胃；胃口；腹部<br>vt.忍受；吃得下<br><br><i>1</i>. He had had too much to eat and his <em><em>stomach</em></em> started to kick up.<br>他吃得太多了,胃不舒服。<br><i>2</i>. Anxiety may disorder the <em><em>stomach</em></em>.<br>忧虑可能会引起胃部不适。<br><i>3</i>. The <em><em>stomach</em></em> revolts at such food.<br>这样的食物倒胃囗。<br><i>4</i>. The film about eye operations turned my <em><em>stomach</em></em>.<br>这部眼科手术的影片看得我恶心极了。<br><i>5</i>. I can't <em><em>stomach</em></em> your constant nagging.<br>我再也忍受不了你不停的唠叨了。<br>",
5038,6000字,stone,n./v.石頭,,
5039,6000字,stool,n.凳子,,
5040,6000字,stop,n./v.車站；停止,,
5041,6000字,store,n./v.店鋪；儲存,,
5042,6000字,storm,n./v.暴風雨；猛烈攻擊,,
5043,6000字,stormy,adj.有暴風雨的,,
5044,6000字,story,n.故事,,
5045,6000字,stove,n.火爐,,
5046,6000字,straight,adj./adv.筆直的,,
5047,6000字,stranger,n.陌生人,,
5048,6000字,strategy,n.策略,,
5049,6000字,straw,n.稻草；麥桿,,
5050,6000字,strawberry,n.草莓,,
5051,6000字,stream,n./v.小河,,
5052,6000字,stress,n./v.壓力,,
5053,6000字,stretch,n./v.伸展,,
5054,6000字,strict,adj.嚴格的,,
5055,6000字,strike,n./v.罷工；猛然攻擊,,
5056,6000字,string,n./v.細繩,,
5057,6000字,strive,v.奮鬥,,
5058,6000字,stroke,n.一擊,,
5059,6000字,stroke,v.撫摸,,
5060,6000字,strong,adj.強壯的,,
5061,6000字,structure,n.結構,,
5062,6000字,struggle,n./v.掙扎；努力,,
5063,6000字,stubborn,adj.固執的,,
5064,6000字,student,n.學生,,
5065,6000字,studio,n.工作室,,
5066,6000字,study,n.學業,,
5067,6000字,stuff,n.材料,,
5068,6000字,stuff,v.填滿,,
5069,6000字,stupid,adj.愚蠢的,,
5070,6000字,stu勿,v.學習,,
5071,6000字,style,n.風格,,
5072,6000字,subject,n.主題,,
5073,6000字,submarine,n.潛水艇,,
5074,6000字,subtract,v.減掉,,
5075,6000字,suburb,n.郊區,,
5076,6000字,success,n.成功,,
5077,6000字,sufficient,adj.充足的,,
5078,6000字,sugar,n.糖,,
5079,6000字,suggest,v.建議,,
5080,6000字,suggestion,n.提議,,
5081,6000字,suicide,n.自殺,,
5082,6000字,suit,n.一套衣服,,
5083,6000字,suit,v.適合,,
5084,6000字,suitable,adj.合適的,,
5085,6000字,sum,n.總數,,
5086,6000字,summarize,v.概述；總結,,
5087,6000字,summary,n.摘要,,
5088,6000字,summer,n.夏天,,
5089,6000字,summit,n.山頂,,
5090,6000字,sun,n./v.太陽；曬太陽,,
5091,6000字,Sunday,n.星期日,,
5092,6000字,sunny,adj.陽光充足的,,
5093,6000字,super,adj.極好的,,
5094,6000字,superior,adj.上等的,,
5095,6000字,supper,n.晚餐,,
5096,6000字,supply,n./v.供應,,
5097,6000字,surface,n.表面,,
5098,6000字,surgery,n.外科(手術),,
5099,6000字,surround,v.圍繞,,
5100,6000字,survival,n.殘存,,
5101,6000字,survive,v.悻存,,
5102,6000字,swallow,n.燕子,,
5103,6000字,swallow,v.吞下,,
5104,6000字,swan,n.天鵝,,
5105,6000字,swear,v.發誓,,
5106,6000字,sweat,n./v.汗水；出汗,,
5107,6000字,sweater,n.毛線衫,,
5108,6000字,sweet,adj.甜的,,
5109,6000字,swim,n.v.游泳,,
5110,6000字,switch,n./v.開關；轉變,,
5111,6000字,sword,n.劍,,
5112,6000字,sympathize,v.同情,,
5113,6000字,sympathy,n.同情心,,
5114,6000字,symphony,n.交響樂,,
5115,6000字,system,n.系統,,
5116,6000字,table,n.桌子,,
5117,6000字,tail,n.尾巴,,
5118,6000字,tailor,n.裁縫師,,
5119,6000字,take,v.拿(走),,
5120,6000字,tale,n.故事,,
5121,6000字,talent,n.天賦,,
5122,6000字,tall,adj.高的,,
5123,6000字,tally,n./v.聊天；說話,,
5124,6000字,tank,n.大容器,,
5125,6000字,task,n.任務,,
5126,6000字,taste,n./v.味覺；品嚐,,
5127,6000字,tax,n./v.稅；對…微稅,,
5128,6000字,taxi,n.計程車,,
5129,6000字,tea,n.茶,,
5130,6000字,teach,v.教導,,
5131,6000字,teacher,n.教師,,
5132,6000字,team,n.隊,,
5133,6000字,tear,(2)、撕破,,
5134,6000字,tear(s)(1),n.眼淚,,
5135,6000字,tease,戲弄；取笑,,
5136,6000字,technical,adj.技術性的,,
5137,6000字,technician,n.技術人員,,
5138,6000字,telegraph,n.電報,,
5139,6000字,telephone,n.電話,,
5140,6000字,telescope,n.望遠鏡,,
5141,6000字,television,n.電視機,,
5142,6000字,tell,v.告訴,,
5143,6000字,temper,n.脾氣,,
5144,6000字,temperature,n.溫度,,
5145,6000字,temple,n.廟宇,,
5146,6000字,temporary,adj.暫時的,,
5147,6000字,ten,n.十,,
5148,6000字,tendency,n.癖好,,
5149,6000字,tense,adj.緊張的,,
5150,6000字,tent,n帳篷,,
5151,6000字,terrific,adj.極好的；嚇人的,,
5152,6000字,terrify,v.使驚恐,,
5153,6000字,test,n./v.小考；考驗,,
5154,6000字,theory,n.理論,,
5155,6000字,there,n/adv.那裡,,
5156,6000字,therefore,adv.因此,,
5157,6000字,these,adj./pron.這些,,
5158,6000字,thick,adj.厚的,,
5159,6000字,thief,n.小偷,,
5160,6000字,thin,adj.薄的,,
5161,6000字,thing,n.束西,,
5162,6000字,think,v.想,,
5163,6000字,third,adj./n.第三,,
5164,6000字,thirst,n.口渴,,
5165,6000字,thirsty,adj.口渴的,,
5166,6000字,thirteen,adj./n.十三,,
5167,6000字,thirty,adj./n.三十,,
5168,6000字,those,adj./pron.那些,,
5169,6000字,though,adv./conj.然而；雖然,,
5170,6000字,thought,n.思想,,
5171,6000字,thoughtful,adj.體貼的；沉思的,,
5172,6000字,threaten,v.恐嚇,,
5173,6000字,three,adj./n.三,,
5174,6000字,ticket,n.票,,
5175,6000字,tide,n.潮汐,,
5176,6000字,tidy,adj.整潔的,,
5177,6000字,tie,n.領帶,,
5178,6000字,tie,v.繫；捆,,
5179,6000字,tiger,n.老虎,,
5180,6000字,tight,adj./adj.緊的；緊緊地,,
5181,6000字,tighten,v.(使)繃緊,,
5182,6000字,till,prep./conj.直到,,
5183,6000字,timber,n.木材,,
5184,6000字,time,n./v.時間,,
5185,6000字,timid,adj.膽小的,,
5186,6000字,tiny,adj.非常小的,,
5187,6000字,tip,n./v.小費,,
5188,6000字,tire,n.輪胎,,
5189,6000字,tire,v.疲勞,,
5190,6000字,tired,adj.疲倦的,,
5191,6000字,tiresome,adj.令人厭煩的,,
5192,6000字,tissue,n.組織,,
5193,6000字,title,n.標題,,
5194,6000字,toast,n./v.吐司；烤；烘,,
5195,6000字,tobacco,n.煙草,,
5196,6000字,today,adv./n.今天,,
5197,6000字,toe,n.腳趾,,
5198,6000字,tofu,n.豆腐,,
5199,6000字,together,adv.一起,,
5200,6000字,toilet,n.洗手間；廁所,,
5201,6000字,tolerate,v.容忍,,
5202,6000字,tomato,n.蕃茄,,
5203,6000字,tomb,n.墳,,
5204,6000字,ton,n.噸,,
5205,6000字,tone,n.音調,,
5206,6000字,tool,n.工具,,
5207,6000字,toss,n./v.扔；擲,,
5208,6000字,total,adj./n./v.完全的；總數,,
5209,6000字,touch,n./v.觸覺；觸摸,,
5210,6000字,tough,adj.堅韌的,,
5211,6000字,tour,n./v.旅遊,,
5212,6000字,tourism,n.觀光業,,
5213,6000字,tourist,n.觀光客,,
5214,6000字,toward(s),prep.向,,
5215,6000字,towel,n.毛巾,,
5216,6000字,tower,n./v.塔樓；屹立,,
5217,6000字,town,n.城鎮,,
5218,6000字,toy,n./v.玩具；玩弄,,
5219,6000字,trace,n./v.蹤跡；追溯,,
5220,6000字,track,n./v.軌道；追蹤,,
5221,6000字,trade,n./v.貿易,,
5222,6000字,tradition,n.傳統,,
5223,6000字,traditional,adj.傳統的,,
5224,6000字,traffic,n.交通,,
5225,6000字,tragedy,n.悲劇,,
5226,6000字,tragic,adj.悲慘的,,
5227,6000字,train,n.火車,,
5228,6000字,train,v.訓練,,
5229,6000字,transfer,n./v.調動,,
5230,6000字,translate,v.翻譯,,
5231,6000字,translation,n.翻譯,,
5232,6000字,translator,n.翻譯者,,
5233,6000字,travel,n./v.旅行,,
5234,6000字,traveler,n.旅行者,,
5235,6000字,treasure,n./v.金銀財寶；珍惜,,
5236,6000字,tree,n.樹,,
5237,6000字,tremble,n./v.發抖,,
5238,6000字,trend,n.趨勢,,
5239,6000字,trial,n.審判,,
5240,6000字,tribe,n.部落,,
5241,6000字,trick,n./v.詭計；欺騙,,
5242,6000字,trouble,n./v.憂慮,,
5243,6000字,trousers,n.褲子,,
5244,6000字,trunk,n.樹幹,,
5245,6000字,trust,n./v.信任,,
5246,6000字,truth,n.事實,,
5247,6000字,tub,n浴缸；盆,,
5248,6000字,tunnel,n.隧道,,
5249,6000字,turn,n./v.轉動,,
5250,6000字,turtle,n.(海)龜,,
5251,6000字,twelve,adj./n.十二,,
5252,6000字,twenty,adj./n.二十,,
5253,6000字,twice,adv.兩次,,
5254,6000字,twin,n.孿生子之一,,
5255,6000字,twinkle,n./v.閃爍,,
5256,6000字,twist,n./v.彎曲；扭曲,,
5257,6000字,two,adj./n.二,,
5258,6000字,type,n.類型,,
5259,6000字,type,v.打字,,
5260,6000字,ugly,adj.醜陋的,,
5261,6000字,umbrella,n.雨傘,,
5262,6000字,uncle,n.伯父,,
5263,6000字,under,prep./adv.在…下面,,
5264,6000字,underwear,n.內衣,,
5265,6000字,uniform,adj./n.相同的；制服,,
5266,6000字,union,n.結合,,
5267,6000字,unit,n.單位,,
5268,6000字,unite,v.合併,,
5269,6000字,unity,n.統一,,
5270,6000字,universe,n.宇宙,,
5271,6000字,university,n.大學,,
5272,6000字,unless,conj.除非,,
5273,6000字,unlike,prep.不像,,
5274,6000字,until,prep./conj.直到…時,,
5275,6000字,up,prep./adv.向上地,,
5276,6000字,urban,adj.城市的,,
5277,6000字,urge,n./v.衝動；催促,,
5278,6000字,urgent,adj.緊急的,,
5279,6000字,us,pron.我們,,
5280,6000字,usage,n.使用方法,,
5281,6000字,use,n./v.益處；使用,,
5282,6000字,used,adj.舊的,,
5283,6000字,useful,adj.有用的,,
5284,6000字,useless,adj.無用的,,
5285,6000字,usual,adj.通常的,,
5286,6000字,vacant,adj.空的,,
5287,6000字,vacation,n.假期,,
5288,6000字,vain,adj./n.無效的,,
5289,6000字,valley,n.山谷,,
5290,6000字,valuable,adj.珍貴的,,
5291,6000字,value,n./v.價值；估價,,
5292,6000字,verb,n.動詞,,
5293,6000字,verse,n.詩節,,
5294,6000字,very,adv.非常,,
5295,6000字,victim,n.受害者,,
5296,6000字,victory,n.勝利,,
5297,6000字,video,n.錄影帶,,
5298,6000字,view,n./v.景色；看,,
5299,6000字,village,n.村莊,,
5300,6000字,violate,v.違背；侵犯,,
5301,6000字,visual,adj.視覺的,,
5302,6000字,vital,adj.維持生命所必需的,,
5303,6000字,vitamin,n.維他命,,
5304,6000字,vivid,adj生動的,,
5305,6000字,vocabulary,n.詞彙,,
5306,6000字,voice,n./v.聲音；表達,,
5307,6000字,volleyball,n.排球,,
5308,6000字,volume,n.音量,,
5309,6000字,voluntary,adj.自願的,,
5310,6000字,volunteer,n./v.志願者；自願,,
5311,6000字,vote,n./v.投票,,
5312,6000字,voter,n.選民,,
5313,6000字,vowel,n.母音,,
5314,6000字,voyage,n.航行,,
5315,6000字,waist,n.腰,,
5316,6000字,wait,n./v.等候,,
5317,6000字,waiter,n.侍者,,
5318,6000字,waitress,n.女侍,,
5319,6000字,wake,v.醒來,,
5320,6000字,want,n./v.想要,,
5321,6000字,watch,n.手錶,,
5322,6000字,watch,v.觀看,,
5323,6000字,water,n./v.水,,
5324,6000字,waterfall,n.瀑布,,
5325,6000字,watermelon,n.西瓜,,
5326,6000字,wave,n/v.波；揮動,,
5327,6000字,way,n.路,,
5328,6000字,wealth,n.財富,,
5329,6000字,wealthy,adj.富裕的,,
5330,6000字,weapon,n.武器,,
5331,6000字,wear,n./v.穿；戴,,
5332,6000字,weather,n.天氣,"
<span class='g b'>Define <span class='k'>weather</span> :</span><span class='p'> ['weðər]</span><br><div id=""e"">n.天气；气象；境遇<br>vt.使风化；经受住；使日晒雨淋<br>vi.风化；褪色；经受风雨<br>adj.上风的；天气预报的</div><br><div class=""t"">例句与用法:</div><div id=""s""><i>1</i>. What is the <em><em>weather</em></em> like today?<br>今天天气情况怎样？<br><i>2</i>. The meteorologist drew a picture of the <em><em>weather</em></em>.<br>气象学者画了一张气象图。<br><i>3</i>. The past years had known him in many <em><em>weather</em></em>s.<br>过去的岁月里,他起起落落。<br><i>4</i>. The rocks on the mountain have to be <em><em>weather</em></em>ed by wind and water.<br>山上的岩石得经受风化和水蚀。<br><i>5</i>. The paint on the walls had <em><em>weather</em></em>ed.<br>墙壁上的涂料已经风干了。<br><i>6</i>. Fill in the form below about the <em><em>weather</em></em> report.<br>续下面关于天气预报的表格。<br></div><br><div class=""t"">词形变化:</div><div id=""t"">过去式: <i>weathered</i> 过去分词: <i>weathered</i> 现在分词: <i>weathering</i> 第三人称单数: <i>weathers</i> </div></div><br><div align=""center""><a href=""https://dict.cn/weather"" target=""_blank""><font color=gray>查看详细解释</font></a></div>",
